date,values
26-Oct,115.9
26-Nov,120.7
26-Dec,120.8
27-Jan,120
27-Feb,119.6
27-Mar,119.6
27-Apr,119.5
27-May,119.4
27-Jun,117.5
27-Jul,115.2
27-Aug,114
27-Sep,113.7
27-Oct,113.9
27-Nov,112.9
27-Dec,115
28-Jan,120.2
28-Feb,125.3
28-Mar,128.9
28-Apr,130.2
28-May,128.9
28-Jun,128.7
28-Jul,128.7
28-Aug,126.9
28-Sep,123.7
28-Oct,119.4
28-Nov,116.1
28-Dec,113.5
29-Jan,110.2
29-Feb,107
29-Mar,101.9
29-Apr,97.5
29-May,99.2
29-Jun,104.7
29-Jul,107.9
29-Aug,106.7
29-Sep,104.7
29-Oct,102.7
29-Nov,100.2
29-Dec,95.7
30-Jan,89.3
Feb-30,83.2
30-Mar,80.2
30-Apr,78.6
30-May,74.1
30-Jun,65.2
30-Jul,56
30-Aug,52
30-Sep,51.2
30-Oct,50.4
30-Nov,49
30-Dec,47.2
31-Jan,46
Feb-31,44.9
31-Mar,43.1
Apr-31,40.5
31-May,37.7
Jun-31,35.9
31-Jul,35.2
31-Aug,32.8
Sep-31,29.2
31-Oct,26.5
Nov-31,24.6
31-Dec,24.7
Jan-32,24.6
Feb-32,23.6
Mar-32,22.1
Apr-32,21
May-32,20.2
Jun-32,19
Jul-32,18.6
Aug-32,19.4
Sep-32,20.1
Oct-32,19.5
Nov-32,17.9
Dec-32,15.7
Jan-33,14
Feb-33,13.1
Mar-33,12.7
Apr-33,12.4
May-33,11.5
Jun-33,10.2
Jul-33,8.8
Aug-33,7.2
Sep-33,5.8
Oct-33,6
Nov-33,7.7
Dec-33,9
Jan-34,9.5
Feb-34,10.5
Mar-34,11
Apr-34,11.1
May-34,11.9
Jun-34,13.5
Jul-34,15.6
Aug-34,17.5
Sep-34,19.7
Oct-34,21.1
Nov-34,21.7
Dec-34,24.9
Jan-35,29.3
Feb-35,32.6
Mar-35,36.7
Apr-35,42.7
May-35,49.8
Jun-35,56.9
Jul-35,63.1
Aug-35,69.9
Sep-35,77.4
Oct-35,85.5
Nov-35,91.8
Dec-35,95.3
Jan-36,98.3
Feb-36,103.5
Mar-36,109.8
Apr-36,114.7
May-36,120.7
Jun-36,128.6
Jul-36,137.7
Aug-36,146.3
Sep-36,150.5
Oct-36,153.4
Nov-36,160.1
Dec-36,168.6
Jan-37,179.2
Feb-37,189.2
Mar-37,194.4
Apr-37,198.6
May-37,198.3
Jun-37,193
Jul-37,188.3
Aug-37,185.2
Sep-37,184.8
Oct-37,184.4
Nov-37,184.6
Dec-37,183
Jan-38,182.2
Feb-38,182.1
Mar-38,179.8
Apr-38,177.2
May-38,178.7
Jun-38,182.3
Jul-38,181.4
Aug-38,177.2
Sep-38,172.8
Oct-38,171.8
Nov-38,171.8
Dec-38,171.4
Jan-39,166.9
Feb-39,161.5
Mar-39,162.4
Apr-39,163.3
May-39,158.8
Jun-39,151.5
Jul-39,145.9
Aug-39,142.6
Sep-39,142.6
Oct-39,140.6
Nov-39,132.7
Dec-39,127.1
Jan-40,123.8
Feb-40,121.7
Mar-40,118.5
Apr-40,113
May-40,110
Jun-40,111.1
Jul-40,112.6
Aug-40,111.3
Sep-40,107.7
Oct-40,103.2
Nov-40,99.5
Dec-40,96.1
Jan-41,94.4
Feb-41,91.2
Mar-41,88
Apr-41,87.3
May-41,85.3
Jun-41,81.6
Jul-41,78.5
Aug-41,78.3
Sep-41,79.4
Oct-41,81.9
Nov-41,83.6
Dec-41,79.9
Jan-42,73.1
Feb-42,67
Mar-42,60.8
Apr-42,55.5
May-42,53.1
Jun-42,51.8
Jul-42,49.4
Aug-42,46.2
Sep-42,42.6
Oct-42,38.4
Nov-42,35.2
Dec-42,34.2
Jan-43,33.6
Feb-43,33.2
Mar-43,32.7
Apr-43,31.4
May-43,29.2
Jun-43,27.5
Jul-43,26.6
Aug-43,24
Sep-43,20.9
Oct-43,18
Nov-43,15.4
Dec-43,14.4
Jan-44,13.6
Feb-44,12.9
Mar-44,13
Apr-44,13.9
May-44,14.6
Jun-44,15.3
Jul-44,17
Aug-44,18.9
Sep-44,20.4
Oct-44,23.4
Nov-44,27.5
Dec-44,31.7
Jan-45,36.4
Feb-45,39.7
Mar-45,41.7
Apr-45,46.8
May-45,52.8
Jun-45,55.2
Jul-45,57.1
Aug-45,64.3
Sep-45,73.2
Oct-45,80.1
Nov-45,86.9
Dec-45,93.2
Jan-46,101
Feb-46,111.7
Mar-46,121.5
Apr-46,128
May-46,135.7
Jun-46,147.7
Jul-46,157.7
Aug-46,163.1
Sep-46,167.3
Oct-46,173.3
Nov-46,182.8
Dec-46,193.4
Jan-47,199.2
Feb-47,204.1
Mar-47,211.2
Apr-47,217.2
May-47,218.7
Jun-47,216.1
Jul-47,214.1
Aug-47,210.9
Sep-47,206
Oct-47,206.3
Nov-47,207.1
Dec-47,205.7
Jan-48,205
Feb-48,202.3
Mar-48,198.9
Apr-48,195.7
May-48,192.2
Jun-48,191.6
Jul-48,193.5
Aug-48,199.8
Sep-48,209.1
Oct-48,210.3
Nov-48,203.8
Dec-48,197.1
Jan-49,193.4
Feb-49,190.4
Mar-49,188.5
Apr-49,188.4
May-49,190.9
Jun-49,192.5
Jul-49,190.3
Aug-49,184.1
Sep-49,176.1
Oct-49,171.4
Nov-49,169.4
Dec-49,167.1
Jan-50,162.8
Feb-50,158.5
Mar-50,150.7
Apr-50,141
May-50,131.6
Jun-50,122.6
Jul-50,116.4
Aug-50,111.9
Sep-50,106.7
Oct-50,102.3
Nov-50,101.2
Dec-50,102.4
Jan-51,101.6
Feb-51,98.5
Mar-51,98.9
Apr-51,100.2
May-51,99.5
Jun-51,98.9
Jul-51,97.3
Aug-51,94
Sep-51,89.8
Oct-51,84
Nov-51,75.3
Dec-51,66.5
Jan-52,61.5
Feb-52,59.8
Mar-52,56.2
Apr-52,51.4
May-52,48
Jun-52,45.5
Jul-52,44
Aug-52,42.1
Sep-52,40.3
Oct-52,39.5
Nov-52,38.8
Dec-52,37.3
Jan-53,34.6
Feb-53,31
Mar-53,28.6
Apr-53,27.2
May-53,25
Jun-53,22
Jul-53,18.5
Aug-53,16.7
Sep-53,16.6
Oct-53,15.1
Nov-53,12.8
Dec-53,10.8
Jan-54,9.3
Feb-54,8.2
Mar-54,6.3
Apr-54,5.1
May-54,5.5
Jun-54,6.3
Jul-54,7.9
Aug-54,10.5
Sep-54,11.4
Oct-54,11.6
Nov-54,13.8
Dec-54,17.4
Jan-55,20.5
Feb-55,23.7
Mar-55,28
Apr-55,33.5
May-55,41.2
Jun-55,50
Jul-55,57
Aug-55,66
Sep-55,78.8
Oct-55,91.3
Nov-55,103.5
Dec-55,114.8
Jan-56,125.8
Feb-56,139.4
Mar-56,154.7
Apr-56,168.1
May-56,180.4
Jun-56,193.9
Jul-56,206.1
Aug-56,211.8
Sep-56,214.5
Oct-56,220.6
Nov-56,226
Dec-56,232.7
Jan-57,241.1
Feb-57,243.8
Mar-57,246.8
Apr-57,256.3
May-57,262.7
Jun-57,266.1
Jul-57,271.1
Aug-57,275.3
Sep-57,279.3
Oct-57,282.5
Nov-57,284.4
Dec-57,283.3
Jan-58,281.8
Feb-58,284.5
Mar-58,285
Apr-58,278.7
May-58,271
Jun-58,264.5
Jul-58,262.3
Aug-58,261.9
Sep-58,260.3
Oct-58,258.1
Nov-58,255.9
Dec-58,255.6
Jan-59,252.9
Feb-59,250.4
Mar-59,247.1
Apr-59,239.7
May-59,233.9
Jun-59,228.5
Jul-59,220.6
Aug-59,214.2
Sep-59,207.1
Oct-59,199.7
Nov-59,194.2
Dec-59,187.6
Jan-60,182.5
Feb-60,177
Mar-60,172.1
Apr-60,169.4
May-60,165.7
Jun-60,161.3
Jul-60,153.8
Aug-60,145
Sep-60,138.6
Oct-60,132.1
Nov-60,124.5
Dec-60,118.5
Jan-61,113.6
Feb-61,105.9
Mar-61,97.5
Apr-61,91.1
May-61,85.1
Jun-61,79.1
Jul-61,75.3
Aug-61,74.4
Sep-61,74.3
Oct-61,73
Nov-61,71.7
Dec-61,69.1
Jan-62,64.2
Feb-62,59.4
Mar-62,56.7
Apr-62,56.1
May-62,55.9
Jun-62,54.6
Jul-62,52.5
Aug-62,49.8
Sep-62,46.7
Oct-62,44
Nov-62,42.9
Dec-62,42.6
Jan-63,42.1
Feb-63,42.6
Mar-63,42.6
Apr-63,41.6
May-63,41.1
Jun-63,40.4
Jul-63,39.7
Aug-63,39
Sep-63,38.6
Oct-63,37.4
Nov-63,34.2
Dec-63,30.7
Jan-64,28.1
Feb-64,25.7
Mar-64,22.3
Apr-64,18.6
May-64,16
Jun-64,15
Jul-64,15.2
Aug-64,15.1
Sep-64,14.6
Oct-64,14.3
Nov-64,15
Dec-64,16.2
Jan-65,17.2
Feb-65,17.7
Mar-65,18.4
Apr-65,19.9
May-65,21.2
Jun-65,21.8
Jul-65,22.6
Aug-65,23.8
Sep-65,25.2
Oct-65,28.4
Nov-65,32.1
Dec-65,35.2
Jan-66,39.7
Feb-66,44.8
Mar-66,49.2
Apr-66,53.3
May-66,57.9
Jun-66,63.4
Jul-66,71.4
Aug-66,80.3
Sep-66,89.5
Oct-66,95.8
Nov-66,99.4
Dec-66,103
Jan-67,106.2
Feb-67,111.6
Mar-67,116.5
Apr-67,119.8
May-67,123.9
Jun-67,129.4
Jul-67,133.3
Aug-67,135
Sep-67,134.9
Oct-67,134.5
Nov-67,137.6
Dec-67,142.5
Jan-68,145.3
Feb-68,145.7
Mar-68,148.2
Apr-68,151.8
May-68,152.4
Jun-68,150.9
Jul-68,148.9
Aug-68,148.4
Sep-68,151.5
Oct-68,155.5
Nov-68,156.6
Dec-68,156
Jan-69,155.7
Feb-69,155.1
Mar-69,152.9
Apr-69,150.7
May-69,150.4
Jun-69,150.1
Jul-69,149.9
Aug-69,150.7
Sep-69,149.2
Oct-69,147.4
Nov-69,148
Dec-69,148.5
Jan-70,149.5
Feb-70,150.1
Mar-70,150.3
Apr-70,150.3
May-70,149.8
Jun-70,149.1
Jul-70,147
Aug-70,143
Sep-70,137.6
Oct-70,132.9
Nov-70,126.5
Dec-70,119
Jan-71,113.8
Feb-71,110.1
Mar-71,105.3
Apr-71,100.4
May-71,96.5
Jun-71,94.5
Jul-71,92.7
Aug-71,91.5
Sep-71,93.2
Oct-71,93.8
Nov-71,94.7
Dec-71,98.3
Jan-72,100.3
Feb-72,100.9
Mar-72,102.6
Apr-72,104
May-72,103.3
Jun-72,99.9
Jul-72,96.6
Aug-72,92.9
Sep-72,88.2
Oct-72,85.9
Nov-72,83.3
Dec-72,78.2
Jan-73,72.3
Feb-73,66.1
Mar-73,62.8
Apr-73,60.8
May-73,57.9
Jun-73,55.6
Jul-73,53.4
Aug-73,51.4
Sep-73,49
Oct-73,46.6
Nov-73,45.4
Dec-73,45
Jan-74,46.8
Feb-74,49.1
Mar-74,48.5
Apr-74,48.3
May-74,49.4
Jun-74,49.3
Jul-74,48.6
Aug-74,47.3
Sep-74,45.8
Oct-74,43.2
Nov-74,39.3
Dec-74,36.1
Jan-75,33
Feb-75,31.8
Mar-75,30.6
Apr-75,26.8
May-75,24.2
Jun-75,23.2
Jul-75,21.8
Aug-75,20.7
Sep-75,20.9
Oct-75,22.3
Nov-75,23.3
Dec-75,23.6
Jan-76,22.1
Feb-76,19.2
Mar-76,17.8
Apr-76,18.4
May-76,18.3
Jun-76,17.9
Jul-76,18.8
Aug-76,20.5
Sep-76,20.8
Oct-76,19.7
Nov-76,19.7
Dec-76,21.6
Jan-77,24.3
Feb-77,26.3
Mar-77,28.8
Apr-77,31.9
May-77,34.7
Jun-77,37.7
Jul-77,41.4
Aug-77,47.6
Sep-77,55.8
Oct-77,64.8
Nov-77,73.7
Dec-77,80.7
Jan-78,86.9
Feb-78,91.5
Mar-78,98.7
Apr-78,109
May-78,117.8
Jun-78,126.6
Jul-78,138
Aug-78,147.3
Sep-78,153.6
Oct-78,157.3
Nov-78,160.4
Dec-78,166.7
Jan-79,175.2
Feb-79,185.4
Mar-79,193.3
Apr-79,199.9
May-79,208.5
Jun-79,216.7
Jul-79,219.5
Aug-79,220.1
Sep-79,220.4
Oct-79,223.4
Nov-79,229.8
Dec-79,232.9
Jan-80,232
Feb-80,230.2
Mar-80,227.9
Apr-80,224.6
May-80,221.3
Jun-80,219.1
Jul-80,216.1
Aug-80,212
Sep-80,211.5
Oct-80,211.9
Nov-80,209.1
Dec-80,202.8
Jan-81,199.6
Feb-81,202.2
Mar-81,205.4
Apr-81,205.7
May-81,204.1
Jun-81,200.9
Jul-81,198.5
Aug-81,199.9
Sep-81,202.7
Oct-81,201.4
Nov-81,196
Dec-81,194.1
Jan-82,192.7
Feb-82,186.6
Mar-82,180
Apr-82,173.4
May-82,167.5
Jun-82,164
Jul-82,161.5
Aug-82,153.5
Sep-82,141.4
Oct-82,133.3
Nov-82,131.3
Dec-82,130.5
Jan-83,127.9
Feb-83,123.9
Mar-83,117.1
Apr-83,110.5
May-83,104.5
Jun-83,95.9
Jul-83,89.1
Aug-83,88.9
Sep-83,91.7
Oct-83,92
Nov-83,89.7
Dec-83,85.5
Jan-84,80.5
Feb-84,75.8
Mar-84,71.2
Apr-84,66.8
May-84,63.5
Jun-84,61.7
Jul-84,58.3
Aug-84,52.2
Sep-84,44.3
Oct-84,37.2
Nov-84,31.6
Dec-84,27.4
Jan-85,25.2
Feb-85,23.5
Mar-85,21.7
Apr-85,21.3
May-85,21.4
Jun-85,20.8
Jul-85,19.9
Aug-85,19.6
Sep-85,19.8
Oct-85,19.7
Nov-85,19.1
Dec-85,17.3
Jan-86,15.2
Feb-86,14.3
Mar-86,14.3
Apr-86,15.1
May-86,15.8
Jun-86,15.2
Jul-86,15.1
Aug-86,14.4
Sep-86,13.5
Oct-86,14.7
Nov-86,16.6
Dec-86,18.3
Jan-87,19.9
Feb-87,22.3
Mar-87,25.5
Apr-87,28
May-87,30.3
Jun-87,32.7
Jul-87,36.2
Aug-87,40.5
Sep-87,45.3
Oct-87,51
Nov-87,55.1
Dec-87,60.9
Jan-88,69.2
Feb-88,76.9
Mar-88,84.9
Apr-88,93
May-88,101.4
Jun-88,114.3
Jul-88,128.5
Aug-88,141.1
Sep-88,151.2
Oct-88,156.9
Nov-88,164.4
Dec-88,176.1
Jan-89,184.8
Feb-89,190.7
Mar-89,198
Apr-89,203.8
May-89,209.5
Jun-89,212.1
Jul-89,212
Aug-89,211.1
Sep-89,210.5
Oct-89,212.4
Nov-89,212.5
Dec-89,206.2
Jan-90,201.2
Feb-90,202.4
Mar-90,200.9
Apr-90,198.1
May-90,195.1
Jun-90,192
Jul-90,190.1
Aug-90,191.6
Sep-90,194.6
Oct-90,195.2
Nov-90,195.2
Dec-90,197.8
Jan-91,202.8
Feb-91,204.4
Mar-91,203.9
Apr-91,203.8
May-91,202.9
Jun-91,202.8
Jul-91,203.5
Aug-91,203.3
Sep-91,200.9
Oct-91,196.7
Nov-91,191.4
Dec-91,183.1
Jan-92,172.6
Feb-92,161.1
Mar-92,151.8
Apr-92,146
May-92,142.1
Jun-92,137.1
Jul-92,128.5
Aug-92,119.3
Sep-92,113
Oct-92,109
Nov-92,106.3
Dec-92,104.5
Jan-93,101.9
Feb-93,99.3
Mar-93,95.4
Apr-93,90.2
May-93,84.2
Jun-93,78.6
Jul-93,76.5
Aug-93,73.6
Sep-93,68.3
Oct-93,63.2
Nov-93,58.4
Dec-93,55.1
Jan-94,52.6
Feb-94,50.2
Mar-94,49.4
Apr-94,49.6
May-94,48.7
Jun-94,46.4
Jul-94,42.7
Aug-94,40.1
Sep-94,39.7
Oct-94,39.4
Nov-94,38.7
Dec-94,37.6
Jan-95,35.6
Feb-95,33.7
Mar-95,32
Apr-95,29.4
May-95,27.3
Jun-95,25.9
Jul-95,24.4
Aug-95,22
Sep-95,19
Oct-95,17
Nov-95,15.9
Dec-95,15.1
Jan-96,14.5
Feb-96,14.2
Mar-96,13.7
Apr-96,12
May-96,11.2
Jun-96,11.6
Jul-96,11.3
Aug-96,11.2
Sep-96,11.3
Oct-96,12
Nov-96,13.4
Dec-96,14.3
Jan-97,14.5
Feb-97,15.2
Mar-97,18.3
Apr-97,22
May-97,24.4
Jun-97,27.2
Jul-97,30.4
Aug-97,33.6
Sep-97,38.2
Oct-97,43.1
Nov-97,47.1
Dec-97,52
Jan-98,58.4
Feb-98,65.4
Mar-98,72
Apr-98,76.9
May-98,80.8
Jun-98,85.4
Jul-98,89.8
Aug-98,93.5
Sep-98,96.4
Oct-98,98.2
Nov-98,102.3
Dec-98,110.4
Jan-99,118.4
Feb-99,122.5
Mar-99,122.3
Apr-99,125
May-99,132.6
Jun-99,136.3
Jul-99,138.1
Aug-99,142.9
Sep-99,150.5
Oct-99,159.3
Nov-99,164.1
Dec-99,164
Jan-00,166.1
Feb-00,170.6
Mar-00,174.3
Apr-00,175.2
May-00,172.9
Jun-00,172.7
Jul-00,174.2
Aug-00,172.8
Sep-00,168.8
Oct-00,165.3
Nov-00,163.1
Dec-00,162.7
1-Jan,158.3
1-Feb,152.5
1-Mar,155.1
1-Apr,160.7
1-May,163.7
1-Jun,167.4
1-Jul,172
1-Aug,175.8
1-Sep,177.1
1-Oct,177.3
1-Nov,180.3
1-Dec,179.1
2-Jan,177.6
2-Feb,179.7
2-Mar,178.2
2-Apr,174.4
2-May,171.3
2-Jun,166.9
2-Jul,161.5
2-Aug,155.4
2-Sep,149.5
2-Oct,143.9
2-Nov,136
2-Dec,131.4
3-Jan,129.6
3-Feb,125.7
3-Mar,118.7
3-Apr,111.9
3-May,107
3-Jun,101.7
3-Jul,96
3-Aug,92.9
3-Sep,91.8
3-Oct,89.1
3-Nov,86.9
3-Dec,84.1
4-Jan,80.1
4-Feb,76.4
4-Mar,73.2
4-Apr,71
4-May,69.5
4-Jun,67.1
4-Jul,64.8
4-Aug,63
4-Sep,60.2
4-Oct,57.9
4-Nov,56.6
4-Dec,55.7
5-Jan,54.5
5-Feb,53.2
5-Mar,52.3
5-Apr,49.3
5-May,45
5-Jun,44.5
5-Jul,44.6
5-Aug,41.9
5-Sep,39.4
5-Oct,38.9
5-Nov,38.4
5-Dec,36
6-Jan,33
6-Feb,29.7
6-Mar,27.4
6-Apr,27
6-May,27.4
6-Jun,26.2
6-Jul,25
6-Aug,25.9
6-Sep,26
6-Oct,23.7
6-Nov,21.1
6-Dec,20.2
7-Jan,19.8
7-Feb,19
7-Mar,17.7
7-Apr,16.4
7-May,14.4
7-Jun,12.8
7-Jul,11.6
7-Aug,9.9
7-Sep,9.6
7-Oct,9.9
7-Nov,9.2
7-Dec,7.9
8-Jan,6.6
8-Feb,5.6
8-Mar,5.1
8-Apr,5.1
8-May,5.4
8-Jun,4.8
8-Jul,4
8-Aug,3.8
8-Sep,3.2
8-Oct,2.4
8-Nov,2.3
8-Dec,2.2
9-Jan,2.5
9-Feb,2.7
9-Mar,2.9
9-Apr,3.3
9-May,3.5
9-Jun,4.1
9-Jul,5.5
9-Aug,7.4
9-Sep,9.5
9-Oct,10.9
9-Nov,11.7
9-Dec,12.7
10-Jan,14
10-Feb,16.1
10-Mar,18.5
10-Apr,20.8
10-May,23.1
10-Jun,24.6
10-Jul,25.2
10-Aug,26.4
10-Sep,29.5
10-Oct,34.5
10-Nov,39.1
10-Dec,42.5
11-Jan,45.7
11-Feb,48.8
11-Mar,53.8
11-Apr,61.1
11-May,69.3
11-Jun,77.2
11-Jul,83.6
11-Aug,86.3
11-Sep,86.6
11-Oct,87.4
11-Nov,89.4
11-Dec,92.5
12-Jan,95.5
12-Feb,98.1
12-Mar,98.3
12-Apr,95.1
12-May,90.9
12-Jun,86.6
12-Jul,84.5
12-Aug,85.1
12-Sep,85.3
12-Oct,85.8
12-Nov,87.7
12-Dec,88.1
13-Jan,86.8
13-Feb,86.1
13-Mar,84.4
13-Apr,84.3
13-May,87
13-Jun,90.9
13-Jul,94.6
13-Aug,99
13-Sep,104.6
13-Oct,107
13-Nov,106.9
13-Dec,107.6
14-Jan,109.3
14-Feb,110.5
14-Mar,114.3
14-Apr,116.4
14-May,115
14-Jun,114.1
14-Jul,112.6
14-Aug,108.3
14-Sep,101.9
14-Oct,97.3
14-Nov,94.7
14-Dec,92.2
15-Jan,89.3
15-Feb,86.1
15-Mar,82.1
15-Apr,78.9
15-May,76.1
15-Jun,72.1
15-Jul,68.3
15-Aug,66.4
15-Sep,65.9
15-Oct,64.3
15-Nov,61.2
15-Dec,57.8
16-Jan,54.4
16-Feb,52.5
16-Mar,50.4
16-Apr,47.8
16-May,44.8
16-Jun,41.5
16-Jul,38.5
16-Aug,36
16-Sep,33.2
16-Oct,31.5
16-Nov,29.9
16-Dec,28.5
17-Jan,27.8
17-Feb,26.5
17-Mar,25.7
17-Apr,24.8
17-May,23.3
17-Jun,22.2
17-Jul,21
17-Aug,19.6
17-Sep,18.3
17-Oct,16.7
17-Nov,15.4
17-Dec,15.1
18-Jan,14.2
18-Feb,12.6
18-Mar,9.9
18-Apr,7.8
18-May,7.5
18-Jun,7.2
18-Jul,7
18-Aug,6.7
18-Sep,6.5
18-Oct,6.8
18-Nov,6.7
18-Dec,6
19-Jan,5.4
19-Feb,5
19-Mar,4.6
19-Apr,4.3
19-May,3.9
19-Jun,3.7
19-Jul,3.5
19-Aug,3.4
19-Sep,3.1
19-Oct,2.6
19-Nov,2
19-Dec,1.8
20-Jan,2.2
20-Feb,2.7
20-Mar,3
